Date,Open,High,Low,Close,adj_close_brent,Volume
2013-01-02,111.94000244140624,112.9000015258789,111.76000213623048,112.47000122070312,112.47000122070312,1343
2013-01-03,111.91999816894533,112.38999938964844,111.6999969482422,112.13999938964844,112.13999938964844,752
2013-01-04,110.72000122070312,111.73999786376952,110.72000122070312,111.30999755859376,111.30999755859376,1279
2013-01-07,110.8000030517578,111.66999816894533,110.58000183105467,111.4000015258789,111.4000015258789,1860
2013-01-08,112.38999938964844,112.44000244140624,111.4800033569336,111.94000244140624,111.94000244140624,1385
2013-01-09,111.88999938964844,111.9499969482422,111.12999725341795,111.76000213623048,111.76000213623048,1368
2013-01-10,112.97000122070312,112.98999786376952,111.66000366210938,111.88999938964844,111.88999938964844,1495
2013-01-11,110.69000244140624,110.73999786376952,109.6999969482422,110.63999938964844,110.63999938964844,1141
2013-01-14,111.1500015258789,112.0199966430664,110.41000366210938,111.87999725341795,111.87999725341795,1019
2013-01-15,111.73999786376952,111.91000366210938,110.3000030517578,110.3000030517578,110.3000030517578,1227
2013-01-16,110.5199966430664,110.61000061035156,110.44000244140624,110.61000061035156,110.61000061035156,33
2013-01-17,110.61000061035156,110.61000061035156,110.61000061035156,110.61000061035156,110.61000061035156,0
2013-01-18,110.61000061035156,110.61000061035156,110.61000061035156,110.61000061035156,110.61000061035156,5410
2013-01-22,112.1999969482422,112.6500015258789,111.56999969482422,112.41999816894533,112.41999816894533,7873
2013-01-23,112.38999938964844,113.1500015258789,112.20999908447266,112.8000030517578,112.8000030517578,5558
2013-01-24,112.43000030517578,113.62000274658205,112.43000030517578,113.27999877929688,113.27999877929688,5086
2013-01-25,113.62999725341795,113.81999969482422,112.83999633789062,113.27999877929688,113.27999877929688,3821
2013-01-28,112.97000122070312,113.8000030517578,112.63999938964844,113.4800033569336,113.4800033569336,4057
2013-01-29,113.3000030517578,114.47000122070312,113.19000244140624,114.36000061035156,114.36000061035156,3241
2013-01-30,114.93000030517578,115.22000122070312,114.26000213623048,114.9000015258789,114.9000015258789,2414
2013-01-31,114.79000091552734,115.7300033569336,114.30999755859376,115.5500030517578,115.5500030517578,3222
2013-02-01,115.87000274658205,117.06999969482422,115.77999877929688,116.76000213623048,116.76000213623048,4956
2013-02-04,115.95999908447266,116.30999755859376,115.33999633789062,115.5999984741211,115.5999984741211,2301
2013-02-05,116.58000183105467,117.16999816894533,116.44000244140624,116.5199966430664,116.5199966430664,5214
2013-02-06,116.18000030517578,117.02999877929688,115.7300033569336,116.7300033569336,116.7300033569336,3179
2013-02-07,117.69000244140624,117.79000091552734,116.75,117.23999786376952,117.23999786376952,6168
2013-02-08,118.22000122070312,119.1500015258789,118.0999984741211,118.9000015258789,118.9000015258789,3395
2013-02-11,118.02999877929688,118.52999877929688,117.5500030517578,118.12999725341795,118.12999725341795,2152
2013-02-12,118.81999969482422,118.81999969482422,117.95999908447266,118.66000366210938,118.66000366210938,1556
2013-02-13,118.72000122070312,118.91999816894533,118.36000061035156,118.72000122070312,118.72000122070312,225
2013-02-14,118.58000183105467,118.58000183105467,118.58000183105467,118.58000183105467,118.58000183105467,0
2013-02-15,118.58000183105467,118.58000183105467,118.58000183105467,118.58000183105467,118.58000183105467,5321
2013-02-19,117.30999755859376,117.56999969482422,116.55999755859376,117.5199966430664,117.5199966430664,3321
2013-02-20,117.48999786376952,117.5,115.02999877929688,115.5999984741211,115.5999984741211,4641
2013-02-21,114.37000274658205,114.37000274658205,113.33000183105467,113.52999877929688,113.52999877929688,4022
2013-02-22,114.19000244140624,114.55999755859376,113.63999938964844,114.0999984741211,114.0999984741211,2836
2013-02-25,115.51000213623048,115.81999969482422,113.47000122070312,114.44000244140624,114.44000244140624,4213
2013-02-26,113.1500015258789,114.29000091552734,112.41000366210938,112.70999908447266,112.70999908447266,3942
2013-02-27,113.08000183105467,113.12999725341795,111.66000366210938,111.87000274658205,111.87000274658205,4940
2013-02-28,112.08000183105467,112.55999755859376,110.87000274658205,111.37999725341795,111.37999725341795,5369
2013-03-01,110.55999755859376,110.73999786376952,109.83999633789062,110.4000015258789,110.4000015258789,5687
2013-03-04,110.4000015258789,110.87999725341795,109.58000183105467,110.08999633789062,110.08999633789062,3618
2013-03-05,110.55999755859376,111.80999755859376,110.41999816894533,111.61000061035156,111.61000061035156,5330
2013-03-06,111.41999816894533,111.66999816894533,110.45999908447266,111.05999755859376,111.05999755859376,4002
2013-03-07,110.79000091552734,111.4000015258789,110.41999816894533,111.1500015258789,111.1500015258789,4272
2013-03-08,109.7699966430664,110.94000244140624,109.1500015258789,110.8499984741211,110.8499984741211,4486
2013-03-11,110.16999816894533,110.4800033569336,109.54000091552734,110.22000122070312,110.22000122070312,2427
2013-03-12,109.83999633789062,111.18000030517578,109.31999969482422,109.6500015258789,109.6500015258789,2388
2013-03-13,109.66000366210938,109.66999816894533,108.31999969482422,108.5199966430664,108.5199966430664,950
2013-03-14,108.97000122070312,109.94000244140624,108.97000122070312,109.41999816894533,109.41999816894533,269
2013-03-15,109.37999725341795,109.37999725341795,109.37999725341795,109.37999725341795,109.37999725341795,2567
2013-03-19,109.01000213623048,109.27999877929688,107.27999877929688,107.4499969482422,107.4499969482422,3327
2013-03-20,108.16999816894533,108.88999938964844,107.75,108.72000122070312,108.72000122070312,2745
2013-03-21,108.37000274658205,108.55999755859376,107.0999984741211,107.47000122070312,107.47000122070312,3484
2013-03-22,107.5500030517578,107.9499969482422,107.01000213623048,107.66000366210938,107.66000366210938,2605
2013-03-25,108.37999725341795,109.02999877929688,107.29000091552734,108.16999816894533,108.16999816894533,3055
2013-03-26,108.33999633789062,109.52999877929688,107.95999908447266,109.36000061035156,109.36000061035156,3355
2013-03-27,109.5500030517578,109.94000244140624,109.0500030517578,109.69000244140624,109.69000244140624,3926
2013-03-28,109.87999725341795,110.02999877929688,109.0199966430664,110.0199966430664,110.0199966430664,2175
2013-04-01,109.68000030517578,111.3000030517578,109.63999938964844,111.08000183105467,111.08000183105467,1788
2013-04-02,111.41000366210938,111.77999877929688,110.0199966430664,110.69000244140624,110.69000244140624,4299
2013-04-03,109.94000244140624,110.12000274658205,106.83000183105467,107.11000061035156,107.11000061035156,5172
2013-04-04,107.18000030517578,108.02999877929688,105.30999755859376,106.33999633789062,106.33999633789062,7158
2013-04-05,105.69000244140624,105.88999938964844,103.62999725341795,104.12000274658205,104.12000274658205,8817
2013-04-08,105.37000274658205,105.5500030517578,103.44000244140624,104.66000366210938,104.66000366210938,3754
2013-04-09,105.33999633789062,106.5,104.29000091552734,106.2300033569336,106.2300033569336,4934
2013-04-10,105.80999755859376,106.12000274658205,105.16999816894533,105.79000091552734,105.79000091552734,3159
2013-04-11,105.7300033569336,105.91999816894533,103.7300033569336,104.2699966430664,104.2699966430664,2429
2013-04-12,102.9499969482422,103.23999786376952,101.3000030517578,103.11000061035156,103.11000061035156,3004
2013-04-15,101.41999816894533,101.41999816894533,100.3499984741211,100.38999938964844,100.38999938964844,1126
2013-04-16,100.36000061035156,100.36000061035156,100.36000061035156,100.36000061035156,100.36000061035156,0
2013-04-17,100.36000061035156,100.36000061035156,100.36000061035156,100.36000061035156,100.36000061035156,4442
2013-04-18,98.80999755859376,99.7699966430664,97.5500030517578,99.12999725341795,99.12999725341795,6283
2013-04-19,100.11000061035156,100.11000061035156,99.0500030517578,99.6500015258789,99.6500015258789,4312
2013-04-22,100.66000366210938,101.01000213623048,99.23999786376952,100.38999938964844,100.38999938964844,3890
2013-04-23,99.52999877929688,100.56999969482422,99.02999877929688,100.30999755859376,100.30999755859376,4381
2013-04-24,100.93000030517578,101.9800033569336,100.48999786376952,101.7300033569336,101.7300033569336,4467
2013-04-25,102.0,103.4800033569336,101.6500015258789,103.41000366210938,103.41000366210938,5471
2013-04-26,102.6999969482422,103.45999908447266,102.3000030517578,103.16000366210938,103.16000366210938,4974
2013-04-29,103.18000030517578,103.93000030517578,102.95999908447266,103.80999755859376,103.80999755859376,4138
2013-04-30,103.68000030517578,103.88999938964844,101.5,102.37000274658205,102.37000274658205,6356
2013-05-01,100.8000030517578,101.16999816894533,98.76000213623048,99.9499969482422,99.9499969482422,8670
2013-05-02,100.83999633789062,102.95999908447266,100.22000122070312,102.8499984741211,102.8499984741211,7583
2013-05-03,103.44000244140624,104.9000015258789,103.37000274658205,104.19000244140624,104.19000244140624,7412
2013-05-06,104.68000030517578,105.52999877929688,103.91000366210938,105.45999908447266,105.45999908447266,3668
2013-05-07,105.08000183105467,105.93000030517578,104.02999877929688,104.4000015258789,104.4000015258789,7856
2013-05-08,103.73999786376952,104.79000091552734,103.52999877929688,104.33999633789062,104.33999633789062,7772
2013-05-09,103.80999755859376,104.5199966430664,103.45999908447266,104.47000122070312,104.47000122070312,5308
2013-05-10,103.87999725341795,104.0500030517578,101.56999969482422,103.91000366210938,103.91000366210938,5241
2013-05-13,102.72000122070312,103.5999984741211,102.2699966430664,102.81999969482422,102.81999969482422,5649
2013-05-14,102.08000183105467,102.91000366210938,101.97000122070312,102.5999984741211,102.5999984741211,3504
2013-05-15,102.2300033569336,103.79000091552734,101.25,103.68000030517578,103.68000030517578,2940
2013-05-16,103.83999633789062,104.04000091552734,103.55999755859376,103.8000030517578,103.8000030517578,512
2013-05-17,103.72000122070312,103.72000122070312,103.72000122070312,103.72000122070312,103.72000122070312,0
2013-05-20,103.72000122070312,103.72000122070312,103.72000122070312,103.72000122070312,103.72000122070312,3976
2013-05-21,104.3499984741211,104.5999984741211,103.51000213623048,103.91000366210938,103.91000366210938,3839
2013-05-22,103.2699966430664,103.77999877929688,102.23999786376952,102.5999984741211,102.5999984741211,4718
2013-05-23,102.0199966430664,102.66000366210938,100.66000366210938,102.44000244140624,102.44000244140624,4740
2013-05-24,102.25,102.7699966430664,101.66999816894533,102.63999938964844,102.63999938964844,2671
2013-05-28,104.06999969482422,104.68000030517578,103.98999786376952,104.2300033569336,104.2300033569336,4450
2013-05-29,103.9000015258789,104.37999725341795,102.19000244140624,102.43000030517578,102.43000030517578,3856
2013-05-30,101.8499984741211,102.8499984741211,101.0999984741211,102.19000244140624,102.19000244140624,4542
2013-05-31,101.79000091552734,101.8000030517578,100.0500030517578,100.38999938964844,100.38999938964844,5185
2013-06-03,101.05999755859376,102.37999725341795,101.0199966430664,102.05999755859376,102.05999755859376,4609
2013-06-04,101.69000244140624,103.5500030517578,101.5,103.23999786376952,103.23999786376952,6820
2013-06-05,103.36000061035156,104.05999755859376,102.8499984741211,103.04000091552734,103.04000091552734,4854
2013-06-06,103.0,103.94000244140624,102.9000015258789,103.61000061035156,103.61000061035156,4502
2013-06-07,104.12999725341795,105.0,102.9000015258789,104.55999755859376,104.55999755859376,7588
2013-06-10,104.16999816894533,104.38999938964844,103.72000122070312,103.9499969482422,103.9499969482422,4235
2013-06-11,102.7699966430664,103.0,101.81999969482422,102.95999908447266,102.95999908447266,4916
2013-06-12,103.3000030517578,104.0500030517578,102.91000366210938,103.48999786376952,103.48999786376952,3238
2013-06-13,103.08999633789062,104.25,103.08999633789062,104.25,104.25,34
2013-06-14,104.29000091552734,104.29000091552734,104.29000091552734,104.29000091552734,104.29000091552734,4848
2013-06-18,105.27999877929688,106.22000122070312,105.26000213623048,106.0199966430664,106.0199966430664,4524
2013-06-19,106.33999633789062,106.52999877929688,105.45999908447266,106.12000274658205,106.12000274658205,4520
2013-06-20,104.22000122070312,104.44000244140624,101.75,102.1500015258789,102.1500015258789,9237
2013-06-21,102.62999725341795,102.6999969482422,100.08000183105467,100.91000366210938,100.91000366210938,7294
2013-06-24,100.79000091552734,101.62000274658205,99.72000122070312,101.16000366210938,101.16000366210938,8744
2013-06-25,101.8499984741211,101.91000366210938,100.94000244140624,101.26000213623048,101.26000213623048,5444
2013-06-26,101.22000122070312,101.87000274658205,100.2699966430664,101.66000366210938,101.66000366210938,6116
2013-06-27,102.06999969482422,103.33999633789062,101.83000183105467,102.81999969482422,102.81999969482422,8070
2013-06-28,102.91000366210938,103.3000030517578,101.87999725341795,102.16000366210938,102.16000366210938,8321
2013-07-01,102.72000122070312,103.69000244140624,102.5199966430664,103.0,103.0,7087
2013-07-02,102.9800033569336,104.11000061035156,102.9800033569336,104.0,104.0,5326
2013-07-03,104.8000030517578,106.0199966430664,104.8000030517578,105.76000213623048,105.76000213623048,6544
2013-07-05,106.3499984741211,107.8499984741211,106.18000030517578,107.72000122070312,107.72000122070312,7411
2013-07-08,107.08999633789062,107.66000366210938,106.8000030517578,107.43000030517578,107.43000030517578,4529
2013-07-09,107.18000030517578,108.16999816894533,106.8499984741211,107.80999755859376,107.80999755859376,5029
2013-07-10,108.13999938964844,108.62000274658205,107.87000274658205,108.51000213623048,108.51000213623048,4574
2013-07-11,108.19000244140624,108.54000091552734,107.30999755859376,107.7300033569336,107.7300033569336,4952
2013-07-12,107.8000030517578,109.05999755859376,107.7699966430664,108.80999755859376,108.80999755859376,4515
2013-07-15,108.48999786376952,109.08999633789062,108.48999786376952,109.08999633789062,109.08999633789062,4334
2013-07-16,109.1500015258789,109.4000015258789,109.1500015258789,109.4000015258789,109.4000015258789,18
2013-07-17,109.36000061035156,109.36000061035156,109.36000061035156,109.36000061035156,109.36000061035156,3702
2013-07-19,108.95999908447266,109.16999816894533,107.04000091552734,108.06999969482422,108.06999969482422,6176
2013-07-22,108.37000274658205,108.66000366210938,107.58000183105467,108.1500015258789,108.1500015258789,8730
2013-07-23,108.0199966430664,108.5999984741211,107.79000091552734,108.41999816894533,108.41999816894533,9570
2013-07-24,107.8000030517578,107.88999938964844,106.2699966430664,107.19000244140624,107.19000244140624,5810
2013-07-25,106.66999816894533,107.8499984741211,106.66999816894533,107.6500015258789,107.6500015258789,4913
2013-07-26,107.0999984741211,107.27999877929688,106.52999877929688,107.16999816894533,107.16999816894533,3172
2013-07-29,107.5999984741211,107.87000274658205,106.83999633789062,107.4499969482422,107.4499969482422,5249
2013-07-30,107.23999786376952,107.37999725341795,106.55999755859376,106.91000366210938,106.91000366210938,7855
2013-07-31,106.08999633789062,107.9000015258789,105.73999786376952,107.6999969482422,107.6999969482422,6517
2013-08-01,109.1999969482422,109.62999725341795,108.52999877929688,109.54000091552734,109.54000091552734,5495
2013-08-02,109.33999633789062,109.3499984741211,108.38999938964844,108.9499969482422,108.9499969482422,3957
2013-08-05,108.13999938964844,108.87999725341795,107.55999755859376,108.6999969482422,108.6999969482422,4489
2013-08-06,108.76000213623048,109.0199966430664,107.47000122070312,108.18000030517578,108.18000030517578,3859
2013-08-07,107.69000244140624,107.93000030517578,107.08999633789062,107.44000244140624,107.44000244140624,4690
2013-08-08,106.9499969482422,107.01000213623048,105.8499984741211,106.68000030517578,106.68000030517578,8136
2013-08-09,107.37000274658205,108.26000213623048,106.62000274658205,108.22000122070312,108.22000122070312,5252
2013-08-12,108.0199966430664,109.12000274658205,107.5500030517578,108.97000122070312,108.97000122070312,6891
2013-08-13,109.58999633789062,110.04000091552734,109.0199966430664,109.81999969482422,109.81999969482422,5136
2013-08-14,109.0500030517578,110.31999969482422,109.0500030517578,110.1999969482422,110.1999969482422,5913
2013-08-15,110.9800033569336,111.29000091552734,110.55999755859376,111.11000061035156,111.11000061035156,121
2013-08-16,111.16999816894533,111.16999816894533,111.16999816894533,111.16999816894533,111.16999816894533,8502
