year,co_co
2013,-0.08366254365083073
2014,-0.9323142453569531
2015,-0.38764463484650474
2016,0.07950010501031042
2017,-0.07283199472935359
2018,-0.14295242957504414
2019,0.12358463769300541
2020,-0.41577815954197445
2021,0.6289702413815386
2022,-0.25023093259970686
