Date,last_close,last_open,last_max,last_min,change_precent,Open,High,Low,Close,adj_close_brent,Volume
2022-10-07,112.79,112.25,112.88,111.95,0.48,94.98999786376952,98.58999633789062,93.93000030517578,97.91999816894533,97.91999816894533,36871
2022-10-06,112.26,111.02,112.31,110.78,1.07,93.83000183105467,95.01000213623048,92.7300033569336,94.41999816894533,94.41999816894533,26200
2022-10-05,111.07,110.22,111.74,110.09,0.92,91.6500015258789,93.97000122070312,90.9000015258789,93.37000274658205,93.37000274658205,39563
2022-10-04,110.07,111.59,111.89,110.06,-1.5,88.88999938964844,92.38999938964844,88.69000244140625,91.8000030517578,91.8000030517578,38971
2022-10-03,111.75,112.17,112.54,111.47,-0.33,86.51000213623047,89.83000183105469,86.51000213623047,88.86000061035156,88.86000061035156,38251
2022-09-30,112.12,111.75,112.67,111.58,-0.12,88.55999755859375,89.5199966430664,87.8499984741211,87.95999908447266,87.95999908447266,33026
2022-09-29,112.25,113.01,113.79,111.77,-0.31,88.94999694824219,90.0999984741211,87.44999694824219,88.48999786376953,88.48999786376953,7456
2022-09-28,112.6,114.18,114.78,112.56,-1.32,85.83000183105469,89.48999786376953,84.2699966430664,89.31999969482422,89.31999969482422,9937
2022-09-27,114.11,114.02,114.47,113.33,0.0,83.91000366210938,87.12999725341797,83.91000366210938,86.2699966430664,86.2699966430664,10008
2022-09-26,114.1,113.02,114.53,112.94,0.8,86.72000122070312,87.66000366210938,83.62999725341797,84.05999755859375,84.05999755859375,14034
2022-09-23,113.19,111.24,113.23,111.08,1.65,90.3499984741211,90.70999908447266,85.45999908447266,86.1500015258789,86.1500015258789,18951
2022-09-22,111.35,111.48,111.81,110.46,0.64,89.91999816894531,92.8000030517578,89.29000091552734,90.45999908447266,90.45999908447266,22375
2022-09-21,110.64,110.16,111.58,110.13,0.39,90.69000244140624,93.51000213623048,89.30000305175781,89.83000183105469,89.83000183105469,27621
2022-09-20,110.21,109.58,110.29,109.36,0.44,91.97000122070312,93.0199966430664,89.80000305175781,90.62000274658205,90.62000274658205,24688
2022-09-19,109.74,109.64,110.18,109.49,-0.02,91.6500015258789,92.58000183105467,88.4800033569336,92.0,92.0,17627
2022-09-16,109.76,109.8,110.26,109.47,0.02,90.6500015258789,92.63999938964844,90.22000122070312,91.3499984741211,91.3499984741211,20652
2022-09-15,109.74,109.61,109.92,109.42,0.07,94.43000030517578,94.6500015258789,90.05000305175781,90.83999633789062,90.83999633789062,29483
2022-09-14,109.66,109.97,109.93,109.28,-0.14,93.48999786376952,95.80999755859376,91.9499969482422,94.0999984741211,94.0999984741211,30880
2022-09-13,109.82,108.23,110.01,107.68,1.37,94.20999908447266,95.51000213623048,91.06999969482422,93.16999816894533,93.16999816894533,27762
2022-09-12,108.33,108.6,108.86,107.81,-0.62,92.3000030517578,95.16999816894533,91.20999908447266,94.0,94.0,22758
2022-09-09,109.0,109.57,109.54,108.36,-0.64,88.45999908447266,93.0999984741211,88.31999969482422,92.83999633789062,92.83999633789062,22448
2022-09-08,109.71,109.67,110.24,109.33,-0.12,87.63999938964844,89.83000183105469,87.2300033569336,89.1500015258789,89.1500015258789,21562
2022-09-07,109.84,110.32,110.79,109.53,-0.34,92.8000030517578,93.79000091552734,87.4000015258789,88.0,88.0,28966
2022-09-06,110.21,109.6,110.55,109.38,0.35,93.08999633789062,96.98999786376952,92.27999877929688,92.83000183105467,92.83000183105467,34757
2022-09-02,109.53,109.64,109.72,108.93,-0.14,92.0,95.31999969482422,92.0,93.0199966430664,93.0199966430664,22869
2022-09-01,109.69,108.84,109.98,108.77,0.91,94.77999877929688,95.66000366210938,91.80999755859376,92.36000061035156,92.36000061035156,22870
2022-08-31,108.7,108.75,109.2,108.38,-0.07,99.70999908447266,100.3000030517578,95.76000213623048,96.48999786376952,96.48999786376952,24672
2022-08-30,108.77,108.7,109.11,108.29,-0.06,105.0,105.37000274658205,97.66999816894533,99.30999755859376,99.30999755859376,7116
2022-08-29,108.83,108.84,109.48,108.49,0.03,100.83000183105467,105.4800033569336,100.29000091552734,105.08999633789062,105.08999633789062,6048
2022-08-26,108.8,108.47,108.87,107.59,0.31,99.87999725341795,101.16999816894533,98.13999938964844,100.98999786376952,100.98999786376952,14241
2022-08-25,108.47,108.63,108.69,107.99,-0.19,101.5999984741211,102.47000122070312,99.12000274658205,99.33999633789062,99.33999633789062,20704
2022-08-24,108.68,108.52,109.11,108.36,0.05,100.16000366210938,102.0,99.06999969482422,101.22000122070312,101.22000122070312,24490
2022-08-23,108.62,109.0,109.27,108.08,-0.39,96.58000183105467,100.4499969482422,96.51000213623048,100.22000122070312,100.22000122070312,22624
2022-08-22,109.05,108.1,109.1,108.08,0.81,95.66000366210938,97.25,92.36000061035156,96.4800033569336,96.4800033569336,26974
2022-08-19,108.17,107.5,108.21,107.47,0.64,96.62999725341795,97.87000274658205,94.25,96.72000122070312,96.72000122070312,22212
2022-08-18,107.48,106.68,107.56,106.5,0.85,93.18000030517578,97.41000366210938,93.0500030517578,96.58999633789062,96.58999633789062,21327
2022-08-17,106.57,106.45,106.89,106.31,0.07,92.7699966430664,94.45999908447266,91.5199966430664,93.6500015258789,93.6500015258789,21011
2022-08-16,106.5,106.48,106.94,106.32,-0.04,93.63999938964844,95.9499969482422,91.72000122070312,92.33999633789062,92.33999633789062,22549
2022-08-15,106.55,105.67,106.55,105.55,0.87,97.76000213623048,98.04000091552734,92.72000122070312,95.0999984741211,95.0999984741211,20714
2022-08-12,105.63,105.16,105.88,105.09,0.51,99.29000091552734,100.3499984741211,96.94000244140624,98.1500015258789,98.1500015258789,20095
2022-08-11,105.09,105.21,105.46,104.65,-0.1,97.2699966430664,100.16000366210938,96.6500015258789,99.5999984741211,99.5999984741211,20958
2022-08-10,105.2,106.34,106.4,104.64,-1.11,96.45999908447266,97.9800033569336,93.61000061035156,97.4000015258789,97.4000015258789,29520
2022-08-09,106.37,106.33,106.41,105.97,-0.06,96.54000091552734,98.38999938964844,94.91000366210938,96.30999755859376,96.30999755859376,20553
2022-08-08,106.43,106.58,106.8,106.09,-0.17,94.2699966430664,96.7300033569336,92.98999786376952,96.6500015258789,96.6500015258789,17288
2022-08-05,106.62,105.72,106.93,105.69,0.88,93.58999633789062,96.4000015258789,92.75,94.91999816894533,94.91999816894533,16576
2022-08-04,105.69,106.48,106.51,105.67,-0.76,97.01000213623048,97.62999725341795,93.1500015258789,94.12000274658205,94.12000274658205,21011
2022-08-03,106.51,106.43,106.82,105.97,0.25,99.63999938964844,102.37000274658205,96.4800033569336,96.77999877929688,96.77999877929688,22263
2022-08-02,106.24,105.36,106.35,105.05,0.75,100.0,102.41000366210938,98.47000122070312,100.54000091552734,100.54000091552734,17357
2022-08-01,105.45,105.83,106.03,105.24,-0.43,103.87000274658205,104.37000274658205,99.0999984741211,100.02999877929688,100.02999877929688,25670
2022-07-29,105.9,106.21,106.66,105.54,-0.42,108.0500030517578,110.43000030517578,108.02999877929688,110.01000213623048,110.01000213623048,24476
2022-07-28,106.35,106.37,106.97,106.06,-0.09,107.48999786376952,108.9800033569336,105.95999908447266,107.13999938964844,107.13999938964844,6831
2022-07-27,106.45,107.13,107.43,106.26,-0.69,104.77999877929688,107.8000030517578,103.72000122070312,106.62000274658205,106.62000274658205,11024
2022-07-26,107.19,106.45,107.28,106.2,0.66,104.80999755859376,107.3499984741211,103.9800033569336,104.4000015258789,104.4000015258789,20242
2022-07-25,106.48,106.54,106.88,106.19,-0.23,103.44000244140624,105.3499984741211,101.66999816894533,105.1500015258789,105.1500015258789,14999
2022-07-22,106.73,106.59,107.36,106.11,-0.17,104.25,105.68000030517578,101.91000366210938,103.1999969482422,103.1999969482422,17586
2022-07-21,106.91,107.08,107.32,106.42,-0.16,106.79000091552734,106.8000030517578,101.5199966430664,103.86000061035156,103.86000061035156,26598
2022-07-20,107.08,106.67,107.25,106.39,0.37,107.1500015258789,107.43000030517578,105.08999633789062,106.91999816894533,106.91999816894533,23989
2022-07-19,106.68,107.49,107.63,106.4,-0.64,105.58999633789062,107.5999984741211,103.58999633789062,107.3499984741211,107.3499984741211,21900
2022-07-18,107.37,107.98,108.04,106.89,-0.64,100.91999816894533,106.47000122070312,99.4800033569336,106.2699966430664,106.2699966430664,20217
2022-07-15,108.06,108.67,108.71,107.91,-0.44,99.5999984741211,102.62000274658205,98.20999908447266,101.16000366210938,101.16000366210938,19146
2022-07-14,108.54,108.14,109.29,108.14,0.54,99.8499984741211,100.37000274658205,94.5,99.0999984741211,99.0999984741211,27515
2022-07-13,107.96,108.18,108.58,107.48,-0.11,99.30999755859376,101.1999969482422,97.3000030517578,99.56999969482422,99.56999969482422,22358
2022-07-12,108.07,108.18,108.56,107.84,0.05,106.2300033569336,106.51000213623048,98.91000366210938,99.48999786376952,99.48999786376952,22827
2022-07-11,108.02,106.89,108.27,106.92,0.95,106.76000213623048,107.66000366210938,103.66000366210938,107.0999984741211,107.0999984741211,17691
2022-07-08,107.01,107.04,107.79,106.81,-0.11,104.48999786376952,107.4499969482422,103.75,107.0199966430664,107.0199966430664,20610
2022-07-07,107.13,107.07,107.24,106.71,0.03,99.95999908447266,106.3499984741211,98.47000122070312,104.6500015258789,104.6500015258789,22837
2022-07-06,107.1,106.49,107.26,106.36,0.53,104.0,105.8000030517578,98.51000213623048,100.69000244140624,100.69000244140624,28820
2022-07-05,106.54,105.14,106.79,105.05,1.33,111.61000061035156,114.69000244140624,101.11000061035156,102.7699966430664,102.7699966430664,43356
2022-07-01,105.14,104.78,105.64,104.74,0.43,109.45999908447266,112.41999816894533,108.01000213623048,111.62999725341795,111.62999725341795,17090
2022-06-30,104.68,105.06,105.54,104.64,-0.4,116.04000091552734,116.33000183105467,114.80999755859376,114.80999755859376,114.80999755859376,24733
2022-06-29,105.11,104.46,105.15,104.36,0.57,117.95999908447266,120.37999725341795,115.41000366210938,116.26000213623048,116.26000213623048,4346
2022-06-28,104.51,103.97,104.61,103.77,0.55,115.83999633789062,118.23999786376952,115.4000015258789,117.9800033569336,117.9800033569336,6673
2022-06-27,103.94,104.12,104.21,103.67,-0.24,112.45999908447266,116.04000091552734,111.25,115.08999633789062,115.08999633789062,11252
2022-06-24,104.18,104.38,104.51,103.95,-0.24,109.80999755859376,113.98999786376952,109.2699966430664,113.12000274658205,113.12000274658205,13431
2022-06-23,104.43,104.21,104.77,104.06,0.22,110.22000122070312,112.69000244140624,108.11000061035156,110.0500030517578,110.0500030517578,21806
2022-06-22,104.2,104.43,104.95,103.86,-0.23,114.56999969482422,114.56999969482422,107.02999877929688,111.73999786376952,111.73999786376952,33112
2022-06-21,104.43,104.44,104.54,103.94,-0.25,113.8000030517578,116.25,111.56999969482422,114.6500015258789,114.6500015258789,22868
2022-06-20,104.7,104.65,104.82,104.23,0.0,113.8000030517578,114.45999908447266,111.56999969482422,114.1999969482422,114.1999969482422,26686
2022-06-17,104.7,103.88,105.08,103.83,1.03,119.33999633789062,121.25,111.72000122070312,113.12000274658205,113.12000274658205,26686
2022-06-16,103.63,104.9,105.49,103.42,-1.45,119.12000274658205,120.27999877929688,115.58000183105467,119.80999755859376,119.80999755859376,24329
2022-06-15,105.16,105.35,105.79,104.66,-0.34,121.0,121.8499984741211,117.75,118.51000213623048,118.51000213623048,22360
2022-06-14,105.52,105.19,105.65,104.62,0.42,122.5,125.18000030517578,118.94000244140624,121.16999816894533,121.16999816894533,27702
2022-06-13,105.08,104.19,105.29,104.21,0.89,121.69000244140624,123.61000061035156,118.9499969482422,122.2699966430664,122.2699966430664,21136
2022-06-10,104.15,103.34,104.23,103.05,0.9,122.94000244140624,124.33000183105467,119.87000274658205,122.01000213623048,122.01000213623048,26036
2022-06-09,103.22,102.56,103.37,102.15,0.66,123.88999938964844,124.33000183105467,122.5,123.06999969482422,123.06999969482422,21008
2022-06-08,102.54,102.39,102.78,102.27,0.22,121.02999877929688,124.41000366210938,120.45999908447266,123.58000183105467,123.58000183105467,21778
2022-06-07,102.32,102.49,102.84,102.26,-0.12,120.08000183105467,121.37999725341795,118.55999755859376,120.56999969482422,120.56999969482422,20488
2022-06-06,102.44,102.17,102.47,101.85,0.29,121.3499984741211,121.88999938964844,118.76000213623048,119.51000213623048,119.51000213623048,16523
2022-06-03,102.14,101.75,102.22,101.64,0.31,118.26000213623048,121.44000244140624,116.08000183105467,119.72000122070312,119.72000122070312,11028
2022-06-02,101.82,102.55,102.62,101.74,-0.66,115.81999969482422,118.44000244140624,112.4800033569336,117.61000061035156,117.61000061035156,22117
2022-06-01,102.5,101.76,102.73,101.74,0.73,116.62999725341795,118.58000183105467,115.43000030517578,116.29000091552734,116.29000091552734,21546
2022-05-31,101.75,101.43,102.17,101.41,0.08,119.47000122070312,124.12999725341795,119.36000061035156,122.83999633789062,122.83999633789062,1138
2022-05-27,101.67,101.72,101.94,101.43,-0.16,117.54000091552734,119.7300033569336,116.68000030517578,119.43000030517578,119.43000030517578,4384
2022-05-26,101.83,102.02,102.27,101.74,-0.22,114.4499969482422,118.0,113.83999633789062,117.4000015258789,117.4000015258789,11590
2022-05-25,102.06,101.77,102.45,101.73,0.2,113.91999816894533,115.31999969482422,113.04000091552734,114.02999877929688,114.02999877929688,12885
2022-05-24,101.86,102.11,102.32,101.65,-0.21,113.36000061035156,114.62999725341795,111.72000122070312,113.55999755859376,113.55999755859376,20941
2022-05-23,102.08,103.03,103.05,102.04,-1.04,112.73999786376952,114.36000061035156,111.86000061035156,113.41999816894533,113.41999816894533,20660
2022-05-20,103.15,102.9,103.26,102.77,0.41,111.5,113.22000122070312,110.54000091552734,112.5500030517578,112.5500030517578,16942
2022-05-19,102.72,103.83,103.88,102.66,-1.05,109.3000030517578,112.2699966430664,105.6999969482422,112.04000091552734,112.04000091552734,26098
2022-05-18,103.81,103.34,103.93,103.19,0.44,112.88999938964844,114.12999725341795,108.3499984741211,109.11000061035156,109.11000061035156,21217
2022-05-17,103.36,104.17,104.23,103.23,-0.79,114.29000091552734,115.66000366210938,111.12000274658205,111.93000030517578,111.93000030517578,23254
2022-05-16,104.19,104.46,104.64,104.14,-0.36,111.41000366210938,114.77999877929688,109.04000091552734,114.23999786376952,114.23999786376952,20871
2022-05-13,104.56,104.77,105.0,104.46,-0.27,108.0,111.69000244140624,107.80999755859376,111.5500030517578,111.5500030517578,25050
2022-05-12,104.85,104.01,104.93,103.88,0.97,107.55999755859376,108.69000244140624,104.69000244140624,107.4499969482422,107.4499969482422,27037
2022-05-11,103.85,103.9,104.11,103.37,-0.07,101.6999969482422,108.26000213623048,100.93000030517578,107.51000213623048,107.51000213623048,31560
2022-05-10,103.92,103.73,103.98,103.5,0.26,105.55999755859376,106.91000366210938,101.6999969482422,102.45999908447266,102.45999908447266,25904
2022-05-09,103.65,103.66,104.19,103.39,-0.01,113.0500030517578,113.22000122070312,104.9499969482422,105.94000244140624,105.94000244140624,28134
2022-05-06,103.66,103.56,104.06,103.19,-0.09,111.1500015258789,113.5199966430664,109.87999725341795,112.38999938964844,112.38999938964844,23902
2022-05-05,103.75,102.68,103.94,102.35,1.14,110.13999938964844,113.98999786376952,109.2300033569336,110.9000015258789,110.9000015258789,26443
2022-05-04,102.59,103.46,103.61,102.46,-0.85,106.0999984741211,111.0,105.5,110.13999938964844,110.13999938964844,21158
2022-05-03,103.46,103.6,103.67,103.03,-0.27,107.37000274658205,108.3000030517578,104.62000274658205,104.97000122070312,104.97000122070312,23410
2022-05-02,103.74,103.21,103.75,103.11,0.76,109.36000061035156,109.36000061035156,109.36000061035156,109.36000061035156,109.36000061035156,23606
2022-04-29,102.96,103.67,103.67,102.82,-0.64,107.6500015258789,109.7699966430664,107.6500015258789,109.33999633789062,109.33999633789062,55
2022-04-28,103.62,103.04,103.93,102.98,0.65,104.76000213623048,107.93000030517578,103.3000030517578,107.58999633789062,107.58999633789062,8567
2022-04-27,102.95,102.28,103.28,102.22,0.64,105.37000274658205,106.3499984741211,103.2699966430664,105.31999969482422,105.31999969482422,8064
2022-04-26,102.3,101.73,102.36,101.51,0.54,102.56999969482422,106.1500015258789,101.12000274658205,104.98999786376952,104.98999786376952,13279
2022-04-25,101.75,101.12,101.86,101.04,0.53,105.73999786376952,105.9499969482422,99.47000122070312,102.31999969482422,102.31999969482422,15464
2022-04-22,101.22,100.62,101.33,100.47,0.64,108.63999938964844,108.7300033569336,105.52999877929688,106.6500015258789,106.6500015258789,11040
2022-04-21,100.58,100.35,100.64,99.82,0.19,107.01000213623048,109.79000091552734,106.77999877929688,108.33000183105467,108.33000183105467,13203
2022-04-20,100.39,100.98,101.04,100.22,-0.57,107.72000122070312,108.9800033569336,104.66999816894533,106.8000030517578,106.8000030517578,15985
2022-04-19,100.96,100.83,101.03,100.7,0.18,112.6500015258789,114.0500030517578,106.7699966430664,107.25,107.25,18972
2022-04-18,100.78,100.5,100.86,100.46,0.46,111.88999938964844,114.81999969482422,110.72000122070312,113.16000366210938,113.16000366210938,13187
2022-04-14,100.32,99.79,100.76,99.57,0.45,108.37000274658205,112.38999938964844,106.63999938964844,111.6999969482422,111.6999969482422,17418
2022-04-13,99.88,100.34,100.52,99.83,-0.42,104.9800033569336,109.0,104.06999969482422,108.77999877929688,108.77999877929688,22260
2022-04-12,100.29,100.04,100.33,99.74,0.36,99.25,105.5999984741211,98.9800033569336,104.63999938964844,104.63999938964844,22697
2022-04-11,99.93,99.84,100.05,99.61,0.14,103.06999969482422,103.08999633789062,97.62000274658205,98.4800033569336,98.4800033569336,23852
2022-04-08,99.8,99.82,100.19,99.74,0.05,101.69000244140624,103.25,99.70999908447266,102.77999877929688,102.77999877929688,16735
2022-04-07,99.75,99.65,99.83,99.4,0.15,102.1500015258789,103.5,98.4499969482422,100.58000183105467,100.58000183105467,19577
2022-04-06,99.6,99.47,99.77,99.31,0.13,105.79000091552734,108.66000366210938,100.54000091552734,101.06999969482422,101.06999969482422,20212
2022-04-05,99.47,99.0,99.52,98.84,0.48,108.23999786376952,109.8499984741211,104.55999755859376,106.63999938964844,106.63999938964844,15613
2022-04-04,99.0,98.57,99.08,98.52,0.37,104.25,108.5500030517578,102.91000366210938,107.52999877929688,107.52999877929688,18406
2022-04-01,98.63,98.33,98.74,98.31,0.33,107.66999816894533,107.66999816894533,107.66999816894533,107.66999816894533,107.66999816894533,17144
2022-03-31,98.31,97.83,98.4,97.69,0.53,108.70999908447266,109.36000061035156,107.37000274658205,107.91000366210938,107.91000366210938,31
2022-03-30,97.79,98.37,98.43,97.68,-0.62,111.0,114.6500015258789,110.9000015258789,113.4499969482422,113.4499969482422,4472
2022-03-29,98.4,99.08,99.29,98.04,-0.69,109.7300033569336,114.70999908447266,104.9800033569336,110.2300033569336,110.2300033569336,7152
2022-03-28,99.09,98.81,99.37,98.8,0.31,120.30999755859376,120.30999755859376,109.05999755859376,112.4800033569336,112.4800033569336,15212
2022-03-25,98.79,98.75,98.83,98.4,0.0,118.27999877929688,120.87000274658205,115.20999908447266,120.6500015258789,120.6500015258789,14026
2022-03-24,98.79,98.64,98.96,98.6,0.17,121.2699966430664,123.6999969482422,116.9499969482422,119.02999877929688,119.02999877929688,12778
2022-03-23,98.62,98.47,98.88,98.39,0.13,114.73999786376952,122.29000091552734,114.41999816894533,121.5999984741211,121.5999984741211,14286
2022-03-22,98.49,98.49,98.96,98.32,-0.01,116.8499984741211,119.41999816894533,112.7699966430664,115.4800033569336,115.4800033569336,14222
2022-03-21,98.5,98.24,98.53,98.16,0.27,107.37000274658205,116.7300033569336,107.08999633789062,115.62000274658205,115.62000274658205,11620
2022-03-18,98.23,98.0,98.62,97.84,0.26,107.23999786376952,109.56999969482422,105.8000030517578,107.93000030517578,107.93000030517578,10489
2022-03-17,97.97,98.5,98.51,97.73,-0.65,98.0999984741211,107.56999969482422,97.87999725341795,106.63999938964844,106.63999938964844,15091
2022-03-16,98.62,98.89,99.08,98.29,-0.48,99.04000091552734,103.68000030517578,96.9499969482422,98.0199966430664,98.0199966430664,18514
2022-03-15,99.1,99.13,99.2,98.64,0.1,106.0,106.45999908447266,97.5,99.91000366210938,99.91000366210938,26067
2022-03-14,99.0,99.13,99.29,98.68,-0.13,112.9000015258789,113.04000091552734,103.4499969482422,106.9000015258789,106.9000015258789,19364
2022-03-11,99.12,98.36,99.16,98.27,0.63,109.72000122070312,113.87999725341795,107.12999725341795,112.66999816894533,112.66999816894533,18819
2022-03-10,98.51,98.06,98.6,97.71,0.55,112.73999786376952,118.33000183105467,108.9499969482422,109.33000183105467,109.33000183105467,30414
2022-03-09,97.97,99.12,99.12,97.85,-1.1,129.57000732421875,131.6300048828125,108.0,111.13999938964844,111.13999938964844,42740
2022-03-08,99.06,99.24,99.32,98.71,-0.23,124.25,133.1300048828125,121.37000274658205,127.9800033569336,127.9800033569336,38358
2022-03-07,99.29,98.51,99.42,98.51,0.65,121.23999786376952,137.0,119.06999969482422,123.20999908447266,123.20999908447266,29504
2022-03-04,98.65,98.04,98.92,97.84,0.88,110.58000183105467,118.97000122070312,109.61000061035156,118.11000061035156,118.11000061035156,34984
2022-03-03,97.79,97.47,97.95,97.43,0.41,114.25,119.7699966430664,109.41999816894533,110.45999908447266,110.45999908447266,37420
2022-03-02,97.39,97.37,97.83,97.29,-0.02,107.54000091552734,115.0500030517578,106.48999786376952,112.93000030517578,112.93000030517578,59273
2022-03-01,97.41,96.76,97.58,96.63,0.73,100.8499984741211,100.8499984741211,100.8499984741211,100.8499984741211,100.8499984741211,56428
2022-02-28,96.71,96.54,97.42,96.54,0.1,100.4800033569336,104.4800033569336,99.9000015258789,100.98999786376952,100.98999786376952,448
2022-02-25,96.61,97.0,97.22,96.52,-0.54,99.6500015258789,101.98999786376952,96.0,97.93000030517578,97.93000030517578,7025
2022-02-24,97.14,96.22,97.74,96.22,0.98,97.55999755859376,105.75,97.48999786376952,99.08000183105467,99.08000183105467,21282
2022-02-23,96.19,96.04,96.24,95.85,0.17,96.62999725341795,98.6999969482422,95.8000030517578,96.83999633789062,96.83999633789062,33549
2022-02-22,96.03,96.08,96.26,95.84,-0.06,94.27999877929688,99.44000244140624,92.55999755859376,96.83999633789062,96.83999633789062,59945
2022-02-18,96.04,95.83,96.17,95.73,0.25,92.9800033569336,94.1500015258789,90.26000213623048,93.54000091552734,93.54000091552734,42436
2022-02-17,95.8,95.77,96.11,95.71,0.1,92.08999633789062,94.51000213623048,91.81999969482422,92.97000122070312,92.97000122070312,38045
2022-02-16,95.7,96.01,96.06,95.68,-0.3,93.58999633789062,96.06999969482422,91.13999938964844,94.80999755859376,94.80999755859376,45148
2022-02-15,95.99,96.24,96.29,95.96,-0.4,95.76000213623048,96.23999786376952,92.05999755859376,93.27999877929688,93.27999877929688,45181
2022-02-14,96.37,96.03,96.43,95.91,0.3,95.30999755859376,96.77999877929688,93.45999908447266,96.4800033569336,96.4800033569336,48449
2022-02-11,96.08,95.94,96.11,95.64,0.55,91.26000213623048,95.63999938964844,90.5199966430664,94.44000244140624,94.44000244140624,53045
2022-02-10,95.55,95.57,96.0,95.17,0.06,91.72000122070312,93.08999633789062,90.9000015258789,91.41000366210938,91.41000366210938,43235
2022-02-09,95.49,95.59,95.67,95.38,-0.16,91.2699966430664,92.05999755859376,90.05999755859375,91.5500030517578,91.5500030517578,34759
2022-02-08,95.64,95.43,95.75,95.4,0.26,93.01000213623048,93.01000213623048,89.93000030517578,90.77999877929688,90.77999877929688,39288
